year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2026,6,QX,Horizon Air,EUG,"Eugene, OR: Mahlon Sweet Field",149,23,6.03,0,3.43,0,13.53,0,0,1034,274,0,71,0,689
2026,6,QX,Horizon Air,FAI,"Fairbanks, AK: Fairbanks International",89,12,3.55,0,1.04,0,7.41,3,0,828,298,0,21,0,509
2026,6,QX,Horizon Air,FAT,"Fresno, CA: Fresno Yosemite International",45,8,3.3,0,2.79,0,1.91,0,0,393,127,0,69,0,197
2026,6,QX,Horizon Air,FCA,"Kalispell, MT: Glacier Park International",141,17,3.71,0,5.36,0,7.93,0,0,675,229,0,123,0,323
2026,6,QX,Horizon Air,GEG,"Spokane, WA: Spokane International",313,41,3.73,0,6.73,0,30.54,2,0,1489,138,0,174,0,1177
2026,6,QX,Horizon Air,GTF,"Great Falls, MT: Great Falls International",30,9,2.12,0.88,2.96,0,3.04,0,0,224,53,21,60,0,90
2026,6,QX,Horizon Air,HLN,"Helena, MT: Helena Regional",30,8,2.03,0,2.35,0,3.62,0,0,513,154,0,76,0,283
2026,6,QX,Horizon Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",30,5,5,0,0,0,0,0,0,171,171,0,0,0,0
2026,6,QX,Horizon Air,LAS,"Las Vegas, NV: Harry Reid International",196,71,9.18,0,18.03,0,43.79,4,0,3233,513,0,889,0,1831
2026,6,QX,Horizon Air,LAX,"Los Angeles, CA: Los Angeles International",152,11,7.19,0,0,0,3.81,0,0,591,423,0,0,0,168
2026,6,QX,Horizon Air,MFR,"Medford, OR: Rogue Valley International - Medford",154,12,2.68,0,1.9,0,7.42,1,0,471,66,0,39,0,366
2026,6,QX,Horizon Air,MRY,"Monterey, CA: Monterey Regional",47,4,0.89,0,0.53,0,2.58,0,1,85,17,0,9,0,59
2026,6,QX,Horizon Air,MSO,"Missoula, MT: Missoula Montana",45,11,3.59,0,0.07,0,7.34,0,0,451,125,0,2,0,324
2026,6,QX,Horizon Air,OAK,"Oakland, CA: Oakland International",112,28,6.78,0,2.32,0,18.89,5,0,1279,274,0,71,0,934
2026,6,QX,Horizon Air,OME,"Nome, AK: Nome Airport",30,2,0,1,0,0,1,1,1,112,0,88,0,0,24
2026,6,QX,Horizon Air,ONT,"Ontario, CA: Ontario International",77,4,1.25,0,0.11,0,2.64,1,0,231,44,0,3,0,184
2026,6,QX,Horizon Air,OTZ,"Kotzebue, AK: Ralph Wien Memorial",30,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2026,6,QX,Horizon Air,PAE,"Everett, WA: Seattle Paine Field International",170,50,8.94,0,11.15,0,29.9,0,0,3066,830,0,399,0,1837
2026,6,QX,Horizon Air,PDX,"Portland, OR: Portland International",1103,154,40.05,0,16.89,1,96.06,14,0,9707,3689,0,579,57,5382
2026,6,QX,Horizon Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",59,29,4.69,0,4.39,0,19.93,2,0,1532,321,0,185,0,1026
2026,6,QX,Horizon Air,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",148,25,4.09,0,4.83,0.77,15.31,1,0,795,163,0,103,17,512
2026,6,QX,Horizon Air,PUW,"Pullman, WA: Pullman Moscow Regional",89,13,6.13,0,2.82,0,4.05,1,0,586,298,0,69,0,219
2026,6,QX,Horizon Air,RDD,"Redding, CA: Redding Regional",30,1,1,0,0,0,0,0,0,15,15,0,0,0,0
2026,6,QX,Horizon Air,RDM,"Bend/Redmond, OR: Roberts Field",248,46,5.83,0,4.48,0,35.69,1,0,1662,242,0,139,0,1281
2026,6,QX,Horizon Air,RNO,"Reno, NV: Reno/Tahoe International",68,20,4.4,0,1.04,0,14.55,1,0,948,153,0,35,0,760
2026,6,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",766,273,21.39,0.91,175.39,0.65,74.65,17,0,12821,1834,27,6948,17,3995
2026,6,QX,Horizon Air,SBA,"Santa Barbara, CA: Santa Barbara Municipal",120,13,5.18,0,0.05,0,7.77,3,0,475,189,0,1,0,285
2026,6,QX,Horizon Air,SBP,"San Luis Obispo, CA: San Luis Obispo County Regional",153,23,4.21,0,3.05,0,15.75,1,0,760,121,0,76,0,563
2026,6,QX,Horizon Air,SEA,"Seattle, WA: Seattle/Tacoma International",1657,328,51.4,7.4,160.07,0,109.13,9,3,13033,3537,455,4633,0,4408
2026,6,QX,Horizon Air,SFO,"San Francisco, CA: San Francisco International",173,107,7.75,0,77.77,0,21.47,2,2,5880,479,0,4209,0,1192
2026,6,QX,Horizon Air,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",121,21,4.19,0,3.98,0,12.84,0,0,1057,356,0,108,0,593
2026,6,QX,Horizon Air,SLC,"Salt Lake City, UT: Salt Lake City International",18,2,1,0,0,0,1,0,0,47,26,0,0,0,21
2026,6,QX,Horizon Air,SMF,"Sacramento, CA: Sacramento International",140,21,4,1,2.88,0,13.12,2,0,704,187,49,58,0,410
2026,6,QX,Horizon Air,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",60,12,3.01,0,2.24,0,6.74,0,0,492,186,0,59,0,247
2026,6,QX,Horizon Air,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",83,21,3.85,0,4.61,0,12.54,0,0,1029,227,0,141,0,661
2026,6,QX,Horizon Air,SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,6,QX,Horizon Air,TUL,"Tulsa, OK: Tulsa International",60,16,7.97,0.17,4.5,0,3.36,0,0,603,373,6,128,0,96
2026,6,QX,Horizon Air,TUS,"Tucson, AZ: Tucson International",30,2,2,0,0,0,0,0,0,47,47,0,0,0,0
2026,6,QX,Horizon Air,YKM,"Yakima, WA: Yakima Air Terminal/McAllister Field",60,5,1.84,0,0.41,0,2.75,0,0,135,46,0,9,0,80
2026,6,UA,United Air Lines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",183,58,16.88,0.98,13.92,0,26.23,1,0,3361,856,170,506,0,1829
2026,6,UA,United Air Lines Network,ALB,"Albany, NY: Albany International",117,21,4.89,0.79,6.83,0,8.49,1,0,1456,309,81,386,0,680
2026,6,UA,United Air Lines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",253,41,12.18,2.52,14.11,0,12.19,0,0,2768,1244,116,518,0,890
2026,6,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",690,168,49.25,5.45,63.13,0,50.16,9,1,13804,3300,693,3739,0,6072
2026,6,UA,United Air Lines Network,ATW,"Appleton, WI: Appleton International",30,12,4.02,0,3.2,0,4.78,0,0,583,193,0,135,0,255
2026,6,UA,United Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",870,220,60.03,9.01,69.63,0,81.33,3,1,15564,3660,1123,3161,0,7620
2026,6,UA,United Air Lines Network,AVL,"Asheville, NC: Asheville Regional",30,2,0.04,0,0.05,0,1.91,0,0,141,3,0,3,0,135
2026,6,UA,United Air Lines Network,BDL,"Hartford, CT: Bradley International",234,54,12.71,2.31,22.26,0,16.72,0,0,3438,906,191,966,0,1375
2026,6,UA,United Air Lines Network,BFL,"Bakersfield, CA: Meadows Field",30,11,3.82,0,2.89,0,4.28,0,1,782,256,0,169,0,357
2026,6,UA,United Air Lines Network,BGR,"Bangor, ME: Bangor International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,6,UA,United Air Lines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",30,9,3.33,0,1.05,0,4.62,0,0,633,184,0,32,0,417
2026,6,UA,United Air Lines Network,BIL,"Billings, MT: Billings Logan International",60,23,9.82,0.45,3.61,0,9.12,0,0,1276,599,54,145,0,478
2026,6,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",674,195,52.02,6.69,69.54,0,66.75,2,1,15312,3919,948,3285,0,7160
2026,6,UA,United Air Lines Network,BOI,"Boise, ID: Boise Air Terminal",171,54,12.34,0.99,18.99,0,21.69,1,0,3117,684,66,789,0,1578
2026,6,UA,United Air Lines Network,BOS,"Boston, MA: Logan International",1217,273,50,7.87,141.44,0,73.69,10,1,18372,2500,658,9188,0,6026
2026,6,UA,United Air Lines Network,BQN,"Aguadilla, PR: Rafael Hernandez",30,8,2.59,0.93,3.44,0,1.03,0,1,410,73,54,202,0,81
2026,6,UA,United Air Lines Network,BTV,"Burlington, VT: Patrick Leahy Burlington International",90,20,2.96,1.7,11.08,0,4.26,0,0,1612,242,449,374,0,547
2026,6,UA,United Air Lines Network,BUF,"Buffalo, NY: Buffalo Niagara International",97,25,6.97,1.21,8.39,0,8.43,1,0,2493,734,127,366,0,1266
2026,6,UA,United Air Lines Network,BUR,"Burbank, CA: Bob Hope",251,92,22.47,0.8,21.6,0,47.12,0,0,4776,1171,74,853,0,2678
2026,6,UA,United Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",386,88,24.8,1.22,26.45,0,35.53,2,0,6344,1865,173,1113,0,3193
2026,6,UA,United Air Lines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",322,56,13.5,1.63,12.36,0,28.51,0,1,3874,776,101,435,0,2562
2026,6,UA,United Air Lines Network,CHS,"Charleston, SC: Charleston AFB/International",231,48,16.3,1.94,12.41,0,17.34,1,0,3381,874,735,483,0,1289
2026,6,UA,United Air Lines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",134,39,13.84,0.49,7.28,0,17.39,2,0,3375,1211,82,375,0,1707
2026,6,UA,United Air Lines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",805,157,42.87,10.45,31.09,0,72.59,4,1,15367,3605,1669,2189,0,7904
2026,6,UA,United Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",150,52,10.67,0.95,20.12,0,20.26,1,0,4405,642,118,1197,0,2448
2026,6,UA,United Air Lines Network,CMH,"Columbus, OH: John Glenn Columbus International",294,66,22.36,0.9,13.23,0,29.52,2,1,5063,1428,26,434,0,3175
2026,6,UA,United Air Lines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",59,11,4.86,0.69,2.43,0,3.02,2,0,761,338,89,96,0,238
2026,6,UA,United Air Lines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",224,57,21.07,1.36,13.94,0,20.64,2,1,4167,1233,360,679,0,1895
2026,6,UA,United Air Lines Network,DAY,"Dayton, OH: James M Cox/Dayton International",30,10,2.64,0,3.21,0,4.15,0,1,644,184,0,173,0,287
2026,6,UA,United Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",631,199,34.82,8.09,96.67,0,59.43,8,2,17194,2796,1121,7795,0,5482
2026,6,UA,United Air Lines Network,DEN,"Denver, CO: Denver International",9698,1984,570.87,51.34,813.93,0,547.87,28,81,144612,47862,3532,42174,0,51044
2026,6,UA,United Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",913,284,72.6,11.17,115.65,1,83.57,4,9,22108,4446,1286,7943,59,8374
2026,6,UA,United Air Lines Network,DRO,"Durango, CO: Durango La Plata County",85,25,7.27,0.64,8.66,0,8.43,0,0,1686,635,118,342,0,591
2026,6,UA,United Air Lines Network,DSM,"Des Moines, IA: Des Moines International",174,43,17.22,0.14,4.45,0,21.19,1,0,3688,1224,16,246,0,2202
2026,6,UA,United Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",217,56,16.4,1.75,12.92,0,24.93,0,0,4565,1132,197,496,0,2740
2026,6,UA,United Air Lines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",4,4,0.63,0,3.38,0,0,0,0,154,15,0,139,0,0
2026,6,UA,United Air Lines Network,EGE,"Eagle, CO: Eagle County Regional",106,27,8.01,0,9.23,0,9.76,0,0,1138,216,0,271,0,651
2026,6,UA,United Air Lines Network,ELP,"El Paso, TX: El Paso International",60,23,7.25,0,3.49,0,12.26,0,1,1049,352,0,149,0,548
2026,6,UA,United Air Lines Network,EUG,"Eugene, OR: Mahlon Sweet Field",150,66,15.14,0,15.87,0,34.99,0,0,4173,753,0,603,0,2817
2026,6,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5582,1111,225.85,31.31,551.78,0,302.06,45,47,105362,17577,5998,52927,0,28860
2026,6,UA,United Air Lines Network,EYW,"Key West, FL: Key West International",30,2,0,0,1,0,1,0,0,54,0,0,35,0,19
2026,6,UA,United Air Lines Network,FAI,"Fairbanks, AK: Fairbanks International",60,18,6.98,1.49,8.04,0,1.49,0,0,1306,621,55,287,0,343
2026,6,UA,United Air Lines Network,FAR,"Fargo, ND: Hector International",30,10,1.67,0,4.53,0,3.81,0,0,724,101,0,196,0,427
2026,6,UA,United Air Lines Network,FAT,"Fresno, CA: Fresno Yosemite International",90,34,9.73,0.47,6.68,0,17.13,0,0,2501,572,7,301,0,1621
2026,6,UA,United Air Lines Network,FCA,"Kalispell, MT: Glacier Park International",126,30,9.97,0,7.56,0,12.47,0,0,1716,563,0,265,0,888
2026,6,UA,United Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",607,110,27,5.35,42.54,0,35.11,1,2,7817,2234,485,1616,0,3482
2026,6,UA,United Air Lines Network,FSD,"Sioux Falls, SD: Joe Foss Field",60,22,5.1,0.07,3.23,0,13.6,2,0,2113,362,14,181,0,1556
2026,6,UA,United Air Lines Network,GEG,"Spokane, WA: Spokane International",90,30,7.39,1.36,6.5,0,14.75,0,0,1985,459,142,224,0,1160
2026,6,UA,United Air Lines Network,GJT,"Grand Junction, CO: Grand Junction Regional",60,20,5.2,0,5.35,0,9.45,0,1,1081,263,0,158,0,660
2026,6,UA,United Air Lines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",138,37,5.1,2.75,8.1,0,21.06,1,0,3122,308,445,407,0,1962
2026,6,UA,United Air Lines Network,GSP,"Greer, SC: Greenville-Spartanburg International",30,7,0.67,0,3.21,0,3.12,0,0,203,29,0,61,0,113
2026,6,UA,United Air Lines Network,GTF,"Great Falls, MT: Great Falls International",60,28,9.38,0.59,4.59,0,13.44,0,0,1596,477,66,220,0,833
2026,6,UA,United Air Lines Network,GUM,"Guam, TT: Guam International",60,5,3.18,0,1.82,0,0,0,0,163,76,0,87,0,0
2026,6,UA,United Air Lines Network,HDN,"Hayden, CO: Yampa Valley",60,29,9.86,0.8,8.55,0,9.79,0,0,1997,355,469,287,0,886
2026,6,UA,United Air Lines Network,HNL,"Honolulu, HI: Daniel K Inouye International",528,96,39.61,1.78,36.06,0,18.55,1,1,5267,2115,360,1259,0,1533
2026,6,UA,United Air Lines Network,IAD,"Washington, DC: Washington Dulles International",3163,473,156.12,23.93,137.01,0,155.93,19,5,34189,11329,2634,7037,0,13189
2026,6,UA,United Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",6151,1378,331.19,41.19,631.25,0.6,373.77,16,27,101417,25837,4469,34697,21,36393
2026,6,UA,United Air Lines Network,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",60,21,3.19,0.64,4.61,0,12.56,1,1,1739,247,109,163,0,1220
2026,6,UA,United Air Lines Network,IDA,"Idaho Falls, ID: Idaho Falls Regional",30,11,1.52,0,0.85,0,8.64,0,0,713,57,0,44,0,612
2026,6,UA,United Air Lines Network,IND,"Indianapolis, IN: Indianapolis International",207,50,14.62,2.32,11.75,0,21.31,1,1,2983,722,289,476,0,1496
2026,6,UA,United Air Lines Network,JAC,"Jackson, WY: Jackson Hole",283,82,29.11,2.1,18.46,0,32.33,6,2,5382,1655,175,827,0,2725
2026,6,UA,United Air Lines Network,JAX,"Jacksonville, FL: Jacksonville International",317,69,19.45,4.44,15.94,0,29.17,0,1,7720,2164,961,699,0,3896
2026,6,UA,United Air Lines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",211,25,7.81,0,7.45,0,9.74,0,0,1883,603,0,219,0,1061
2026,6,UA,United Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1151,293,67.08,13.61,98.37,0,113.93,2,0,19746,3653,1244,5935,0,8914
2026,6,UA,United Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2643,572,184.66,21.32,210.61,0,155.41,9,1,35394,11432,1737,7775,0,14450
2026,6,UA,United Air Lines Network,LEX,"Lexington, KY: Blue Grass",30,17,4.34,1.03,6.43,0,5.21,0,0,1400,235,66,447,0,652
2026,6,UA,United Air Lines Network,LGA,"New York, NY: LaGuardia",818,259,43.78,6.55,128.13,0,80.54,21,12,20459,2553,793,9353,0,7760
2026,6,UA,United Air Lines Network,LIH,"Lihue, HI: Lihue Airport",159,21,11.25,0,4.8,0,4.95,0,0,1129,695,0,119,0,315
2026,6,UA,United Air Lines Network,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",33,12,4.23,0,2.84,0,4.93,0,0,868,263,0,203,0,402
2026,6,UA,United Air Lines Network,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",30,14,4.09,0.4,1.45,0,8.06,0,0,981,296,34,87,0,564
2026,6,UA,United Air Lines Network,MCI,"Kansas City, MO: Kansas City International",436,134,32.65,4.3,29.92,0,67.13,9,0,10258,1876,377,1365,0,6640
2026,6,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1160,204,51.06,10.86,73.96,0,68.12,1,12,15148,3512,864,3715,0,7057
2026,6,UA,United Air Lines Network,MDT,"Harrisburg, PA: Harrisburg International",60,25,7.11,2,5.82,0,10.07,1,0,2305,601,412,232,0,1060
2026,6,UA,United Air Lines Network,MEM,"Memphis, TN: Memphis International",120,39,11.3,1,11.2,0,15.5,1,0,3748,1380,22,464,0,1882
2026,6,UA,United Air Lines Network,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",30,10,5.33,0,0.3,0,4.37,0,0,629,317,0,23,0,289
2026,6,UA,United Air Lines Network,MFR,"Medford, OR: Rogue Valley International - Medford",120,52,9.6,0.58,20.98,0,20.84,0,0,2382,628,77,555,0,1122
2026,6,UA,United Air Lines Network,MIA,"Miami, FL: Miami International",495,109,30.24,4.91,47.93,0,25.92,0,2,6215,1506,345,1946,0,2418
2026,6,UA,United Air Lines Network,MKE,"Milwaukee, WI: General Mitchell International",30,3,1.39,0,1.61,0,0,0,0,66,29,0,37,0,0
2026,6,UA,United Air Lines Network,MRY,"Monterey, CA: Monterey Regional",64,22,6.93,1,2.27,0,11.8,1,0,1430,268,66,95,0,1001
2026,6,UA,United Air Lines Network,MSN,"Madison, WI: Dane County Regional-Truax Field",137,42,10.69,1.71,13.52,0,16.09,3,0,3326,630,257,669,0,1770
2026,6,UA,United Air Lines Network,MSO,"Missoula, MT: Missoula Montana",90,24,6.25,0,10.81,0,6.95,1,0,820,240,0,311,0,269
2026,6,UA,United Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",549,135,41.98,2.76,28.93,0,61.33,5,5,10000,2918,114,1028,0,5940
2026,6,UA,United Air Lines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",485,123,40.96,6.27,32.26,0,43.5,2,1,8267,2298,655,1647,0,3667
2026,6,UA,United Air Lines Network,MTJ,"Montrose/Delta, CO: Montrose Regional",60,20,6.91,1.14,7.74,0,4.22,0,0,1005,510,59,254,0,182
2026,6,UA,United Air Lines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",60,8,0.16,0,2.06,0,5.78,0,0,255,7,0,38,0,210
2026,6,UA,United Air Lines Network,OGG,"Kahului, HI: Kahului Airport",254,50,11.45,0,23.07,0,15.47,0,1,1898,378,0,537,0,983
2026,6,UA,United Air Lines Network,OKC,"Oklahoma City, OK: Okc Will Rogers International",86,24,4.11,0,4.23,0,15.66,0,0,1701,289,0,175,0,1237
2026,6,UA,United Air Lines Network,OMA,"Omaha, NE: Eppley Airfield",355,120,38.09,4.99,24.98,0,51.94,3,0,8208,2299,394,1151,0,4364
2026,6,UA,United Air Lines Network,ONT,"Ontario, CA: Ontario International",196,61,13.82,2.91,15.95,0,28.31,0,1,3927,745,161,697,0,2324
2026,6,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",9286,2305,392.73,55.55,1327.11,0,529.61,146,45,234870,39628,7992,131302,0,55948
2026,6,UA,United Air Lines Network,ORF,"Norfolk, VA: Norfolk International",177,57,15.37,1.54,22.85,0,17.25,1,1,3181,984,182,805,0,1210
2026,6,UA,United Air Lines Network,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",248,45,11.69,2.09,19.95,0,11.26,1,2,2344,546,186,891,0,721
2026,6,UA,United Air Lines Network,PDX,"Portland, OR: Portland International",657,177,51.03,4.34,47.73,0,73.89,1,1,12144,3919,355,2066,0,5804
2026,6,UA,United Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",430,104,20.11,1.76,34.23,0,47.91,3,0,9049,1262,313,2896,0,4578
2026,6,UA,United Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",683,181,57.52,6.25,50.63,0,66.6,0,0,12207,3527,470,2433,0,5777
2026,6,UA,United Air Lines Network,PIT,"Pittsburgh, PA: Pittsburgh International",373,71,18.19,1.73,21.86,0,29.22,1,0,5295,1194,355,930,0,2816
2026,6,UA,United Air Lines Network,PNS,"Pensacola, FL: Pensacola International",90,23,7.1,0.46,3.8,0,11.64,0,0,1044,329,52,141,0,522
2026,6,UA,United Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",30,19,5.99,0,0.89,0,12.12,0,0,1790,570,0,64,0,1156
2026,6,UA,United Air Lines Network,PSP,"Palm Springs, CA: Palm Springs International",30,8,2.19,0,3.13,0,2.67,0,0,302,62,0,98,0,142
2026,6,UA,United Air Lines Network,PWM,"Portland, ME: Portland International Jetport",123,32,6.11,0,13.05,0,12.83,1,0,2283,484,0,555,0,1244
2026,6,UA,United Air Lines Network,RAP,"Rapid City, SD: Rapid City Regional",114,35,8.37,1.55,10.05,0,15.03,0,0,2295,471,163,414,0,1247
2026,6,UA,United Air Lines Network,RDM,"Bend/Redmond, OR: Roberts Field",120,58,16.25,0,18.99,0,22.76,0,0,4223,1313,0,707,0,2203
2026,6,UA,United Air Lines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",441,101,28.91,1.11,29.86,0,41.12,4,3,7904,2077,95,1615,0,4117
2026,6,UA,United Air Lines Network,RIC,"Richmond, VA: Richmond International",111,47,11.32,1,13.85,0,20.83,0,0,3736,912,39,440,0,2345
2026,6,UA,United Air Lines Network,RNO,"Reno, NV: Reno/Tahoe International",238,97,32.69,2.88,11.46,0,49.97,1,0,6972,1907,210,590,0,4265
2026,6,UA,United Air Lines Network,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",56,21,6.64,1.53,6.43,0,6.41,0,0,1507,537,217,247,0,506
2026,6,UA,United Air Lines Network,RSW,"Fort Myers, FL: Southwest Florida International",341,62,19.54,2.5,21.65,0,18.31,0,2,4064,1089,283,950,0,1742
2026,6,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",928,242,55.68,6.57,98.59,0,81.16,1,1,13652,3643,703,3958,0,5348
2026,6,UA,United Air Lines Network,SAT,"San Antonio, TX: San Antonio International",460,124,42.67,6.74,25.39,0,49.2,1,2,10319,3249,679,1081,0,5310
2026,6,UA,United Air Lines Network,SAV,"Savannah, GA: Savannah/Hilton Head International",179,22,3.86,0,9.23,0,8.91,0,0,2235,415,0,299,0,1521
2026,6,UA,United Air Lines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",150,47,12.09,1,11.72,0,22.19,0,0,3325,671,120,413,0,2121
2026,6,UA,United Air Lines Network,SBP,"San Luis Obispo, CA: San Luis Obispo County Regional",120,45,11.08,0,10.73,0,23.19,1,1,3147,1040,0,380,0,1727
2026,6,UA,United Air Lines Network,SDF,"Louisville, KY: Louisville Muhammad Ali International",60,14,2.56,0.12,4.44,0,6.87,0,0,734,121,6,308,0,299
2026,6,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",916,254,70.39,8,82.27,0,93.34,4,0,16625,4807,841,3419,0,7558
2026,6,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",5695,2532,327.84,21.42,1737.45,0,445.29,32,3,160484,28573,2785,88646,0,40480
2026,6,UA,United Air Lines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",140,45,15.12,2.81,10.69,0,16.38,1,0,3624,988,406,394,0,1836
2026,6,UA,United Air Lines Network,SJU,"San Juan, PR: Luis Munoz Marin International",330,51,19.67,2.25,24.16,0,4.92,0,0,2406,1133,111,966,0,196
2026,6,UA,United Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",404,126,34.96,3.79,37.98,0,49.26,2,0,8687,2321,334,1538,0,4494
2026,6,UA,United Air Lines Network,SMF,"Sacramento, CA: Sacramento International",411,129,40.54,2.31,46.11,0,40.03,6,0,7762,1937,280,1743,0,3802
2026,6,UA,United Air Lines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",532,120,38.73,8.19,32.51,0,40.57,3,3,6964,1866,1079,1355,0,2664
2026,6,UA,United Air Lines Network,SPN,"Saipan, TT: Francisco C. Ada Saipan International",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,6,UA,United Air Lines Network,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",86,20,4.69,0.74,4.95,0,9.62,0,0,1795,698,106,245,0,746
2026,6,UA,United Air Lines Network,STL,"St. Louis, MO: St Louis Lambert International",270,75,16.97,3.85,20.48,0,33.7,2,0,5862,1050,529,936,0,3347
2026,6,UA,United Air Lines Network,STT,"Charlotte Amalie, VI: Cyril E King",76,7,3.18,0,1.55,0,2.28,0,0,236,110,0,48,0,78
2026,6,UA,United Air Lines Network,SYR,"Syracuse, NY: Syracuse Hancock International",112,25,5.47,0.04,10.32,0,9.17,0,1,2287,480,9,481,0,1317
2026,6,UA,United Air Lines Network,TPA,"Tampa, FL: Tampa International",612,129,31.77,8.12,45.38,0,43.73,1,1,9498,1957,1506,2017,0,4018
2026,6,UA,United Air Lines Network,TUL,"Tulsa, OK: Tulsa International",65,25,6.16,1,5.82,0,12.02,0,0,1935,355,186,238,0,1156
2026,6,UA,United Air Lines Network,TUS,"Tucson, AZ: Tucson International",60,22,8.85,0,4.4,0,8.75,0,0,1152,368,0,154,0,630
2026,6,UA,United Air Lines Network,TVC,"Traverse City, MI: Cherry Capital",60,14,2.41,0,2.3,0,9.29,1,1,1303,117,0,101,0,1085
2026,6,UA,United Air Lines Network,TYS,"Knoxville, TN: McGhee Tyson",89,27,8.19,0,7.12,0,11.69,1,0,1963,329,0,327,0,1307
2026,6,UA,United Air Lines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",42,14,0.74,0.32,7.31,0,5.63,0,0,1236,65,83,293,0,795
2026,6,WN,Southwest Airlines,ABQ,"Albuquerque, NM: Albuquerque International Sunport",995,351,129.09,3.78,26.08,0,192.06,4,0,17517,5968,453,1042,0,10054
2026,6,WN,Southwest Airlines,ALB,"Albany, NY: Albany International",329,91,32.04,0.87,5.66,0,52.43,2,0,4526,1073,87,386,0,2980
2026,6,WN,Southwest Airlines,AMA,"Amarillo, TX: Rick Husband Amarillo International",157,64,24.15,0.93,4.94,0,33.98,2,0,3403,946,80,226,0,2151
2026,6,WN,Southwest Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",60,39,12.16,0,6.73,0,20.11,0,0,2068,579,0,390,0,1099
